Employee_ID,Role ,years_exp,Current_CTC,Previous_CTC,Company,company_TYPE,Skills,Location,Education_Tier,Joining_Year,Work_Mode
BLR0417,SRE,5,₹31.2 LPA,20.2 LPA,Hasura,Mid-size,"AWS, PowerBI, Deep Learning, Java, Sketch",Jayanagar,Tier 2,2024,Work from Office
BLR0748,FullStack,0,₹13.8 LPA,,Accenture,MNC,"Tableau, Figma, PostgreSQL, ML, Deep Learning, Node.js, React",Marathahalli,Tier-2,2024,Work from Office
BLR0083,Business Analyst,10,35.4 LPA,22.2 LPA,Chargebee,Mid-size,"MongoDB, SQL, PowerBI, Pandas",HSR Layout,Tier-2,2022,Hybrid (3 days)
BLR0202,Business Analyst,4,28.1,21.7 LPA,Microsoft India,MNC,"Node.js, PostgreSQL, NumPy, GCP, Deep Learning, Azure",Marathahalli,Tier-1,2024,Onsite
BLR0196,SDE-Backend,2,12.4 LPA,9.3,Chargebee,mid-size,"Pandas, JIRA, Excel, TensorFlow",Whitefield,2,2022,Hybrid
BLR0302,Fullstack Dev,2,22.4 LPA,15.3 LPA,Freshworks,Mid-size,"Deep Learning, JavaScript, TensorFlow, ML, SQL",Sarjapur,2,2023,WFH
BLR0472,Business Systems Analyst,1,11.2,6.8,Chargebee,Mid-size,"NumPy, PyTorch, Spring Boot, Kubernetes",Indiranagar,2,2023,Work from Office
BLR0954,BI Analyst,6,₹25.4 LPA,19.5,Cognizant,MNC,"Java, AWS, Agile",Marathahalli,T2,2020,Hybrid
BLR0825,Business Analyst,2,16.2 LPA,9.7 LPA,Postman,Mid-size,"GCP, Spring Boot, Microservices, React, JIRA, AWS, Sketch",Indiranagar,3,2023,Onsite
BLR0700,Sr PM,8,"4,730,000",30.7 LPA,Hasura,Mid-size,"MongoDB, JavaScript, System Design",Whitefield,T2,2023,Hybrid (3 days)
BLR0042,Site Reliability Engineer,1,12.9,8.6 LPA,Microsoft India,MNC,"Node.js, Java, Excel, Figma",Sarjapur,Tier-2,2023,Work from Office
BLR0490,BA,1,13.6 LPA,9.1,Walmart Labs,MNC,"Microservices, Docker, SQL",Koramangala,Tier 2,2024,Hybrid (3 days)
BLR0077,Full Stack Engineer,4,25.1,19.0 LPA,Hasura,Mid-size,"SQL, Kafka, Figma, Python, Java, Agile, System Design",Sarjapur,T2,2022,WFH
BLR0280,Sr PM,0,"1,870,000",,Amazon India,MNC,"Kafka, JavaScript, Pandas, Spring Boot, Tableau, Microservices, Agile",Marathahalli,2,2024,Remote
BLR0404,UX Designer,0,₹6.6 LPA,,Zoho,Mid-size,,Electronic City,T2,2024,Work from Office
BLR0381,ML Engineer,6,38.3 LPA,31.2,Cognizant,MNC,"Pandas, PyTorch, TensorFlow, NumPy",Indiranagar,T2,2022,Work from Office
BLR0745,BI Analyst,8,"3,229,999",,Freshworks,Mid-size,,Bellandur,Tier 2,2024,WFH
BLR0142,Backend Engineer,7,₹43.5 LPA,30.2,Wipro,MNC,"JIRA, Redis, Figma, Kubernetes",Koramangala,T1,2021,Onsite
BLR0277,UI/UX,4,27.6 LPA,21.9,Accenture,MNC,"Azure, System Design, Java, Python, Pandas",Koramangala,Tier-1,2021,Hybrid (3 days)
BLR0812,UI Designer,2,11.0,,Chargebee,Mid-size,"Java, Pandas, NumPy",Jayanagar,T3,2023,Onsite
BLR0365,SRE,2,"1,060,000",7.4 LPA,AgriTech Labs,Early-stage,"Spring Boot, Excel, React, Figma",Whitefield,3,2022,WFH
BLR0920,SDE Frontend,7,₹35.0 LPA,21.3,BrowserStack,Mid-size,"System Design, Sketch, AWS, Kubernetes, Tableau",,2,2020,WFH
BLR0750,Sr PM,0,10.8,,TechCrush Labs,Early-stage,"React, Redis, Docker",Koramangala,T2,2024,Remote
BLR0510,Data Scientist,0,"1,370,000",,PhonePe,UNICORN,,Indiranagar,T2,2024,Hybrid (3 days)
BLR0126,Sr PM,10,65.5 LPA,47.6,Wipro,MNC,"Azure, Tableau, Excel",MG Road,Tier 2,2022,WFH
BLR0729,SDE Backend,2,23.1,14.2 LPA,Cred,unicorn,"Java, Figma, MongoDB, Kubernetes, SQL, PyTorch, TensorFlow",Whitefield,T3,2022,WFH
BLR0913,Analytics Engineer,6,30.9 LPA,24.3,Chargebee,Mid-size,"Pandas, PostgreSQL, Figma, Node.js, NumPy, Deep Learning",Bellandur,T1,2024,Hybrid
BLR0886,Data Analyst,4,14.3 LPA,,Postman,Mid-size,"JavaScript, Excel, React, Spring Boot",Electronic City,T3,2022,Work from Office
BLR0026,Full Stack Engineer,1,12.9 LPA,10.7,Hasura,Mid-size,"Spring Boot, GCP, PostgreSQL, ML, Node.js, Excel",MG Road,Tier 3,2023,Remote
BLR0880,BI Analyst,0,₹11.4 LPA,,BYJU'S,Unicorn,"PostgreSQL, NumPy, Microservices, ML, Java, Excel",Sarjapur,Tier-2,2024,Hybrid
BLR0243,Frontend Engineer,2,17.1,13.7,Infosys,MNC,"Kubernetes, Deep Learning, MongoDB, PowerBI, Excel",Marathahalli,T3,2023,Work from Office
BLR0537,DevOps,3,23.1 LPA,18.7,Wipro,mnc,"React, MongoDB, System Design",Koramangala,3,2021,Onsite
BLR0332,BA,10,46.0 LPA,32.7,Hasura,Mid-size,"Kafka, Tableau, SQL",Koramangala,Tier 1,2024,Onsite
BLR0025,SRE,5,₹22.6 LPA,,HCL,MNC,"Pandas, Python, MongoDB",MG Road,3,2024,Remote
BLR0204,Data Scientist,5,29.5,20.0 LPA,EdMint,Early-stage,"AWS, React, Redis, MongoDB, JIRA, Pandas",Bellandur,Tier-1,2022,Remote
BLR0060,Backend Engineer,6,40.2 LPA,,Zomato,Unicorn,"Deep Learning, PyTorch, PowerBI, Tableau, Redis, MongoDB, SQL",Koramangala,T3,2024,Hybrid (3 days)
BLR0530,Product Lead,5,32.3 LPA,25.7 LPA,FinNova,Early-stage,"NumPy, Node.js, JIRA, Docker",Indiranagar,T3,2024,Onsite
BLR0982,Frontend Dev,3,15.1,11.5,Zoho,Mid-size,"Spring Boot, JIRA, Tableau, Redis, JavaScript",MG Road,Tier 3,2023,Hybrid
BLR0128,SDE Backend,8,₹41.9 LPA,26.8 LPA,IBM,MNC,"PostgreSQL, TensorFlow, JIRA, Spring Boot, Deep Learning, Java, System Design",Sarjapur,2,2020,Hybrid (3 days)
BLR0574,Data Science Engineer,6,₹44.1 LPA,35.7 LPA,Cred,UNICORN,"Docker, PyTorch, TensorFlow, Tableau, Agile",Koramangala,T3,2024,Work from Office
BLR0898,UI Designer,7,44.5 LPA,35.8,PhonePe,Unicorn,,Marathahalli,T3,2020,Onsite
BLR0201,DA,8,"2,790,000",17.3,Postman,Mid-size,"Azure, MongoDB, Figma, GCP",Jayanagar,T2,2021,Remote
BLR0939,Backend Dev,6,₹18.6 LPA,14.2,EdMint,Early-stage,"Azure, TensorFlow, JavaScript, Sketch",Koramangala,Tier-3,2022,Work from Office
BLR0966,PM,5,39.7,31.5 LPA,Google India,MNC,"Microservices, Azure, Node.js, SQL, Spring Boot, Kubernetes, PostgreSQL",Outer Ring Road,Tier 2,2020,Onsite
BLR0453,Business Systems Analyst,6,32.1 LPA,26.9 LPA,HCL,MNC,"Node.js, AWS, Microservices, Figma, Sketch",Electronic City,Tier 3,2021,Onsite
BLR0134,DS,2,15.6,11.8 LPA,DataMint,Early-stage,"SQL, JIRA, Azure",HSR Layout,2,2022,Hybrid (3 days)
BLR0232,DevOps,3,"1,670,000",13.1 LPA,TechCrush Labs,Early-stage,"MongoDB, Python, PostgreSQL, Kubernetes",Indiranagar,Tier-2,2023,Remote
BLR0773,BA,7,35.9,24.4 LPA,Cred,Unicorn,"PostgreSQL, Tableau, Java, Kafka, Spring Boot, PowerBI, Agile",Jayanagar,3,2022,Remote
BLR0049,Data Scientist,6,"4,170,000",34.1 LPA,Hasura,Mid-size,"Kubernetes, PostgreSQL, React, Redis",MG Road,T1,2022,Work from Office
BLR0378,Data Scientist,1,13.9 LPA,11.8 LPA,Freshworks,Mid-size,"PostgreSQL, Azure, Excel, Java, SQL, React",Koramangala,T2,2023,Hybrid (3 days)
BLR0811,Full Stack Engineer,6,33.1,21.0,Infosys,MNC,"Agile, MongoDB, SQL",Jayanagar,2,2021,Hybrid
BLR0690,DS,1,12.2,8.5,QuickPay AI,Early-stage,"TensorFlow, Python, Microservices, NumPy",HSR Layout,T2,2023,Work from Office
BLR0380,Data Scientist,4,33.5 LPA,23.7,Razorpay,UNICORN,"PowerBI, Tableau, Kafka, Redis",Marathahalli,Tier 2,2022,Hybrid (3 days)
BLR0705,Data Scientist,3,19.6 LPA,11.9,Freshworks,Mid-size,"Java, MongoDB, PostgreSQL, Kubernetes, PyTorch, Node.js, Microservices",Indiranagar,Tier 3,2024,Hybrid (3 days)
BLR0543,SRE,4,₹24.6 LPA,16.5,BrowserStack,Mid-size,"NumPy, Tableau, Deep Learning, Azure, Figma",Sarjapur,3,2022,Hybrid
BLR0892,FullStack,5,24.0,16.6,Freshworks,Mid-size,"Spring Boot, Agile, PostgreSQL, MongoDB, Python",Jayanagar,Tier-3,2024,Work from Office
BLR0455,DevOps Engineer,0,9.8,,Zoho,MID-SIZE,"JavaScript, Python, Kubernetes, Spring Boot, AWS",Electronic City,T3,2024,Hybrid (3 days)
BLR0639,BA,6,"2,050,000",,DataMint,Early-stage,"Redis, JavaScript, Pandas, React, Java, Spring Boot, Docker",MG Road,T2,2024,Hybrid
BLR0861,UX Designer,2,₹14.8 LPA,12.5 LPA,Walmart Labs,MNC,"Deep Learning, Docker, PowerBI, PyTorch, Sketch, Figma",HSR Layout,Tier 3,2023,Hybrid
BLR0870,Backend Dev,5,25.8,18.3 LPA,AgriTech Labs,Early-stage,"PowerBI, Figma, GCP, Deep Learning",Whitefield,T3,2021,Onsite
BLR0502,DevOps,2,"1,770,000",10.7,Cred,Unicorn,"Azure, Sketch, Node.js, Docker, GCP, Excel",MG Road,3,2022,Remote
BLR0974,DevOps,3,22.6,16.8,PhonePe,Unicorn,"TensorFlow, MongoDB, Pandas",Indiranagar,Tier 3,2023,Hybrid
BLR0019,Site Reliability Engineer,4,"2,060,000",14.0 LPA,Postman,Mid-size,"Microservices, MongoDB, Sketch, Node.js, Excel, PowerBI",Indiranagar,Tier 2,2023,Hybrid (3 days)
BLR0688,Data Scientist,1,15.7 LPA,13.1 LPA,Google India,MNC,"Redis, Spring Boot, Tableau",Koramangala,3,2023,Onsite
BLR0099,Data Scientist,5,32.6 LPA,23.6 LPA,Postman,Mid-size,"Deep Learning, JIRA, Azure, Tableau",Koramangala,Tier-2,2021,Hybrid
BLR0197,Business Analyst,0,6.8,,QuickPay AI,Early-stage,"SQL, Redis, Excel, NumPy",Electronic City,T2,2024,WFH
BLR0181,FE,4,31.1,21.1 LPA,BYJU'S,unicorn,"SQL, Node.js, Redis",Sarjapur,T1,2024,Hybrid (3 days)
BLR0138,SDE Full-Stack,7,27.3 LPA,22.4 LPA,SaasGo,EARLY-STAGE,"SQL, Node.js, PowerBI, TensorFlow, Kafka, MongoDB",Sarjapur,Tier-1,2020,Onsite
BLR0041,Business Systems Analyst,0,9.3 LPA,,Cred,Unicorn,"TensorFlow, JavaScript, PostgreSQL",Electronic City,Tier-3,2024,Onsite
BLR0178,Fullstack Dev,4,"2,560,000",18.8 LPA,BrowserStack,Mid-size,"Pandas, Redis, PowerBI, Tableau, ML",MG Road,T3,2022,Hybrid (3 days)
BLR0563,Business Systems Analyst,4,"3,090,000",25.4 LPA,Zomato,Unicorn,"Kafka, GCP, PyTorch, Sketch, MongoDB, React",,1,2022,WFH
BLR0784,PM,2,"2,470,000",16.4,TechCrush Labs,Early-stage,"Tableau, NumPy, JavaScript, Deep Learning, Kubernetes",Whitefield,T3,2023,Hybrid
BLR0086,Frontend Engineer,7,28.6 LPA,21.0,BrowserStack,Mid-size,"Kafka, Tableau, GCP, JIRA",Koramangala,Tier 2,2024,Hybrid (3 days)
BLR0914,Business Systems Analyst,0,6.8,,SaasGo,Early-stage,"MongoDB, Redis, Excel",Jayanagar,T3,2024,WFH
BLR0550,DA,4,29.7,21.4 LPA,Capgemini,MNC,"Deep Learning, Pandas, Excel, Node.js, ML, System Design, React",,2,2021,Remote
BLR0487,Data Scientist,0,19.2 LPA,,Swiggy,Unicorn,"ML, Excel, System Design, Sketch, Azure",MG Road,Tier-1,2024,WFH
BLR0474,FE,4,₹22.4 LPA,,Capgemini,mnc,"NumPy, React, Tableau, MongoDB",MG Road,T1,2021,Remote
BLR0046,Frontend Developer,0,11.1,,Amazon India,MNC,"PowerBI, Deep Learning, Kafka, System Design, Agile",Sarjapur,Tier-2,2024,WFH
BLR0768,SRE,2,17.8 LPA,11.2 LPA,Razorpay,Unicorn,"React, Kafka, Redis",Jayanagar,Tier 2,2022,Hybrid
BLR0454,Frontend Dev,2,18.9,13.0 LPA,BYJU'S,Unicorn,"PyTorch, Node.js, Sketch",HSR Layout,Tier-2,2024,Hybrid
BLR0710,Backend Engineer,4,31.1,21.8,Walmart Labs,MNC,"Pandas, Sketch, Azure, NumPy, AWS, Deep Learning",Sarjapur,Tier 1,2023,Hybrid (3 days)
BLR0353,BI Analyst,3,17.1 LPA,10.5,HCL,MNC,,Whitefield,Tier-3,2024,Work from Office
BLR0964,Data Scientist,5,"2,620,000",19.2,SaasGo,Early-stage,"NumPy, Figma, Kubernetes, Spring Boot, PyTorch",Jayanagar,T2,2021,Onsite
BLR0323,Sr PM,4,₹41.7 LPA,26.6 LPA,HCL,mnc,"Kubernetes, PyTorch, Microservices, Azure, System Design, Sketch, Spring Boot",Jayanagar,Tier 2,2022,WFH
BLR0242,BA,7,38.7,28.6,IBM,MNC,"JavaScript, Python, PyTorch",Electronic City,T1,2024,Onsite
BLR0403,Product Manager,3,₹41.9 LPA,25.4,Cred,Unicorn,"Spring Boot, ML, PowerBI, Microservices",Jayanagar,T2,2024,Remote
BLR0593,Business Systems Analyst,6,24.1,15.1 LPA,Hasura,MID-SIZE,"Python, Excel, SQL, Tableau, Redis, JavaScript",Koramangala,2,2023,WFH
BLR0456,Frontend Dev,7,38.9 LPA,,HCL,MNC,"AWS, SQL, Redis, Pandas, GCP",Bellandur,T1,2024,Remote
BLR0930,BA,1,15.1 LPA,9.3,Cred,Unicorn,"MongoDB, TensorFlow, Redis, JavaScript, Pandas",Electronic City,Tier 1,2024,Hybrid
BLR0399,DevOps,1,"1,939,999",12.2 LPA,Ola,Unicorn,"Azure, Python, PowerBI, Sketch, Figma, Pandas, GCP",Whitefield,T1,2024,WFH
BLR0685,BA,0,10.5 LPA,,Walmart Labs,MNC,"TensorFlow, MongoDB, Kafka, Python, Kubernetes",Jayanagar,Tier 1,2024,Work from Office
BLR0165,BA,8,"2,920,000",23.7 LPA,Freshworks,Mid-size,"Sketch, GCP, System Design",Outer Ring Road,3,2022,Remote
BLR0989,ML Engineer,0,₹10.0 LPA,,Postman,Mid-size,"GCP, TensorFlow, Java, PyTorch",Outer Ring Road,T2,2024,Remote
BLR0981,DevOps,2,15.9,11.9 LPA,Postman,MID-SIZE,"Docker, Azure, Microservices",Indiranagar,Tier-2,2022,Hybrid
BLR0962,UI/UX,2,15.0 LPA,12.2 LPA,HCL,MNC,"PostgreSQL, Microservices, Redis",Marathahalli,Tier-1,2023,WFH
BLR0355,Backend Developer,0,8.0,,MoEngage,mid-size,"Tableau, SQL, Docker",Marathahalli,Tier-2,2024,WFH
BLR0612,BE,3,₹23.1 LPA,17.1 LPA,Accenture,MNC,"Deep Learning, SQL, Spring Boot, Microservices, GCP, Sketch",Marathahalli,Tier-2,2022,Hybrid (3 days)
BLR0928,SDE-Backend,5,44.3,,BYJU'S,Unicorn,"Deep Learning, Sketch, Redis, TensorFlow",Koramangala,1,2021,Remote
BLR0991,ML Engineer,4,38.5,26.0 LPA,Flipkart,Unicorn,"Redis, Java, Pandas, Kubernetes, Figma, JavaScript",MG Road,Tier 2,2023,WFH
BLR0500,Designer,5,32.3 LPA,25.6,BYJU'S,Unicorn,"JavaScript, MongoDB, SQL, Java, JIRA, ML, PyTorch",Whitefield,Tier-2,2020,Work from Office
BLR0902,SRE,4,25.1 LPA,16.7 LPA,Amazon India,MNC,"PostgreSQL, Node.js, JIRA, Figma, Sketch, JavaScript",Electronic City,T2,2021,Hybrid (3 days)
BLR0956,Data Science Engineer,2,₹19.8 LPA,,Amazon India,MNC,"Figma, JavaScript, Sketch, Python, Node.js, Redis, Docker",Sarjapur,2,2024,Onsite
BLR0444,Backend Engineer,6,40.6,25.5 LPA,Cred,Unicorn,"Spring Boot, Pandas, System Design",Jayanagar,2,2021,Work from Office
BLR0213,UX Designer,1,8.4 LPA,5.2,SaasGo,Early-stage,"JavaScript, PostgreSQL, Spring Boot",Sarjapur,Tier-3,2024,Onsite
BLR0274,Data Scientist,1,16.0,11.0 LPA,Accenture,MNC,"Java, Pandas, PowerBI, SQL",Bellandur,Tier-1,2023,Remote
BLR0384,BE,4,"2,380,000",18.5,Unacademy,Unicorn,"GCP, Azure, Excel, PowerBI",MG Road,Tier 3,2024,WFH
BLR0719,Business Analyst,2,13.0 LPA,9.0 LPA,AgriTech Labs,early-stage,"JavaScript, MongoDB, React",Whitefield,Tier 3,2022,WFH
BLR0014,Data Analyst,7,32.1 LPA,,Postman,Mid-size,"AWS, Spring Boot, Kubernetes, Agile, Microservices, System Design, GCP",Electronic City,Tier 2,2023,Hybrid
BLR0633,Backend Engineer,5,25.0 LPA,19.5 LPA,SaasGo,EARLY-STAGE,"JIRA, Agile, Sketch, Redis, AWS, JavaScript",Electronic City,Tier 3,2020,Onsite
BLR0781,Product Manager,2,32.3 LPA,,Unacademy,Unicorn,"Kafka, Excel, Deep Learning, Tableau, Azure",Koramangala,Tier-3,2024,Remote
BLR0847,Sr PM,2,₹38.4 LPA,,Flipkart,UNICORN,"System Design, Kafka, SQL",Jayanagar,2,2023,Hybrid (3 days)
BLR0400,UI Designer,5,24.0 LPA,19.2 LPA,TCS,MNC,"Tableau, Spring Boot, Kafka, Redis, System Design, JavaScript, PostgreSQL",Sarjapur,Tier 3,2023,Hybrid
BLR0731,Frontend Engineer,0,8.5 LPA,,AgriTech Labs,Early-stage,"AWS, PyTorch, Azure",Jayanagar,1,2024,Remote
BLR0312,Product Designer,3,21.8 LPA,18.4,Flipkart,Unicorn,,Sarjapur,2,2023,WFH
BLR0282,ML Engineer,2,"2,080,000",14.4 LPA,Walmart Labs,MNC,"PowerBI, Microservices, Spring Boot, NumPy, Kafka, Tableau",Electronic City,T2,2024,WFH
BLR0938,Business Systems Analyst,6,29.7 LPA,24.6 LPA,Chargebee,Mid-size,"MongoDB, Spring Boot, Excel, SQL, Deep Learning, Python",Whitefield,3,2022,Remote
BLR0230,SDE Full-Stack,2,21.4,,Walmart Labs,MNC,"GCP, Redis, SQL, System Design, Agile, Deep Learning, Python",Sarjapur,T3,2023,Work from Office
BLR0816,Designer,10,"4,380,000",30.7,IBM,MNC,"AWS, Sketch, PostgreSQL",Electronic City,1,2024,Hybrid
BLR0141,ML Engineer,6,31.7 LPA,,Hasura,mid-size,"Agile, PowerBI, React, AWS, Kafka",Jayanagar,Tier-3,2020,WFH
BLR0637,Business Analyst,5,₹23.5 LPA,18.9 LPA,DataMint,Early-stage,"NumPy, JIRA, Figma, System Design, React",Jayanagar,T2,2021,Work from Office
BLR0551,DevOps Engineer,2,"2,560,000",16.8 LPA,IBM,MNC,"System Design, AWS, ML",Sarjapur,Tier 2,2022,Remote
BLR0591,Product Lead,4,₹51.8 LPA,35.5,BYJU'S,Unicorn,"ML, Node.js, Spring Boot, TensorFlow, Sketch",Bellandur,1,2020,Remote
BLR0512,BI Analyst,1,"1,080,000",8.5,Walmart Labs,MNC,"Docker, TensorFlow, Java, Azure, JIRA, Tableau",Whitefield,T2,2023,WFH
BLR0095,DevOps Engineer,2,11.4,8.8,AgriTech Labs,Early-stage,"Redis, Microservices, TensorFlow",HSR Layout,Tier 3,2024,WFH
BLR0375,DS,0,10.9,,Infosys,MNC,"Microservices, Java, Azure, Agile",Sarjapur,T3,2024,Hybrid
BLR0153,Designer,0,"780,000",,MoEngage,MID-SIZE,"Sketch, PowerBI, Python, Node.js, AWS, Kafka, SQL",Outer Ring Road,2,2024,Hybrid (3 days)
BLR0609,UI Designer,4,20.1 LPA,12.2,Zoho,Mid-size,"JavaScript, Microservices, Agile, React",Bellandur,Tier 1,2022,Work from Office
BLR0021,SDE Backend,5,28.6,23.5,Capgemini,MNC,"Tableau, Azure, JIRA",Jayanagar,Tier-2,2020,WFH
BLR0236,FE,3,27.0 LPA,21.0 LPA,Unacademy,Unicorn,"React, Deep Learning, TensorFlow, Kubernetes, PyTorch, Python, Node.js",Marathahalli,T3,2024,Hybrid (3 days)
BLR0108,Site Reliability Engineer,0,11.2,,TCS,MNC,"Sketch, Azure, PowerBI, NumPy, Node.js, Microservices, Deep Learning",Outer Ring Road,2,2024,Onsite
BLR0100,SRE,2,13.0 LPA,9.4,Postman,Mid-size,"GCP, Tableau, JIRA",Marathahalli,3,2022,Hybrid (3 days)
BLR0248,SRE,1,11.6 LPA,7.2 LPA,Zoho,Mid-size,"Java, Docker, Excel, Sketch",Electronic City,T2,2023,Onsite
BLR0947,Full Stack Engineer,8,"4,980,000",40.5 LPA,BrowserStack,Mid-size,"Microservices, Node.js, Deep Learning, PyTorch, Python, NumPy",Bellandur,Tier-2,2024,WFH
BLR0102,Business Systems Analyst,3,25.1 LPA,,PhonePe,Unicorn,"NumPy, MongoDB, GCP",Bellandur,Tier-2,2023,Work from Office
BLR0764,Designer,7,₹26.6 LPA,21.5 LPA,EdMint,Early-stage,"React, Excel, Docker, Deep Learning",MG Road,T3,2024,Hybrid (3 days)
BLR0037,Product Designer,4,19.5,12.5,Amazon India,MNC,"GCP, Tableau, React, JIRA",MG Road,Tier-3,2020,Remote
BLR0370,Business Analyst,1,₹10.1 LPA,7.8,FinNova,early-stage,"Excel, Redis, Azure, NumPy, Kubernetes, PowerBI",Indiranagar,Tier 2,2023,WFH
BLR0760,Data Science Engineer,4,19.7,15.4,QuickPay AI,Early-stage,"JavaScript, PyTorch, Java, ML, Kafka",Outer Ring Road,Tier 3,2022,Onsite
BLR0992,Analytics Engineer,5,32.9 LPA,22.2,Ola,Unicorn,"ML, TensorFlow, PostgreSQL, Kubernetes, Redis",Indiranagar,3,2023,WFH
BLR0428,Full Stack Engineer,2,17.7 LPA,13.7 LPA,Capgemini,MNC,"Kafka, Java, JavaScript, PowerBI, TensorFlow, MongoDB",Sarjapur,T1,2022,Hybrid
BLR0946,BI Analyst,6,"3,629,999",25.0,Unacademy,unicorn,"Python, ML, Pandas, MongoDB",HSR Layout,T2,2024,Work from Office
BLR0319,UX Designer,3,27.4 LPA,16.5,Swiggy,UNICORN,"AWS, Figma, Docker",Outer Ring Road,1,2023,Hybrid
BLR0652,UI Designer,2,12.4,8.9 LPA,Hasura,Mid-size,"MongoDB, Sketch, Docker",Koramangala,2,2022,Hybrid
BLR0171,SRE,6,20.8 LPA,14.5 LPA,SaasGo,Early-stage,"Spring Boot, JavaScript, SQL, Sketch, Node.js",Outer Ring Road,Tier-3,2023,WFH
BLR0356,Frontend Engineer,4,21.0,15.1,Freshworks,Mid-size,"PowerBI, AWS, JavaScript, Python, Excel",Whitefield,T2,2023,Remote
BLR0940,SDE FS,10,46.3,34.4,Infosys,MNC,"Redis, Figma, Microservices, Python, Java",Electronic City,T2,2022,WFH
BLR0024,BA,2,14.0 LPA,11.4 LPA,Chargebee,Mid-size,"Kafka, PyTorch, JIRA, React",MG Road,Tier-2,2023,WFH
BLR0092,DS,1,11.9,,FinNova,EARLY-STAGE,"Spring Boot, PowerBI, Pandas, Java",Electronic City,Tier 2,2023,Hybrid (3 days)
BLR0340,BA,5,16.2 LPA,10.9 LPA,SaasGo,Early-stage,"Excel, Figma, TensorFlow",Bellandur,2,2023,WFH
BLR0684,PM,6,"4,900,000",35.0 LPA,MoEngage,Mid-size,"Excel, System Design, Pandas, PostgreSQL",Whitefield,T2,2022,Remote
BLR0295,Designer,5,"1,960,000",13.8,DataMint,Early-stage,"Python, MongoDB, JavaScript, AWS, NumPy, Spring Boot, Pandas",Koramangala,Tier-2,2021,Remote
BLR0388,Data Scientist,2,26.6,16.3 LPA,IBM,MNC,"PostgreSQL, Kubernetes, Excel, TensorFlow, JIRA, ML",Whitefield,2,2023,WFH
BLR0045,Product Manager,1,18.3 LPA,12.0,Zoho,Mid-size,"Kafka, Node.js, GCP, JIRA, Agile",Jayanagar,3,2023,Onsite
BLR0215,SDE Backend,4,"1,950,000",12.3 LPA,BrowserStack,Mid-size,"PostgreSQL, Java, Azure, Node.js, Pandas",Koramangala,Tier 2,2020,WFH
BLR0813,Backend Developer,0,10.3 LPA,,Hasura,Mid-size,"Java, JavaScript, PowerBI",HSR Layout,T1,2024,Remote
BLR0818,Product Designer,10,55.7 LPA,38.1 LPA,Accenture,MNC,"Deep Learning, JIRA, React, Tableau, SQL",Bellandur,Tier-1,2021,Hybrid
BLR0983,UX Designer,2,13.5,9.3,Microsoft India,MNC,"Kubernetes, PyTorch, Spring Boot, Tableau",Jayanagar,3,2024,Hybrid
BLR0919,BE,1,12.0 LPA,7.4,Accenture,MNC,"PyTorch, Python, Figma, Node.js",Sarjapur,Tier-2,2023,WFH
BLR0577,Data Science Engineer,5,₹31.7 LPA,22.5,MoEngage,Mid-size,"Kafka, ML, Java, Azure",,Tier-2,2022,Remote
BLR0038,BA,4,"2,690,000",22.4,Cred,Unicorn,"TensorFlow, Kafka, Pandas, Azure, PyTorch",Electronic City,T2,2024,Work from Office
BLR0604,Business Analyst,7,42.4 LPA,27.0 LPA,PhonePe,Unicorn,"React, Docker, System Design, MongoDB",HSR Layout,3,2020,Hybrid
BLR0955,Business Systems Analyst,5,19.8,15.0 LPA,MoEngage,MID-SIZE,"JavaScript, TensorFlow, Python, Tableau, Spring Boot, NumPy",Outer Ring Road,T2,2021,Work from Office
BLR0101,Business Analyst,1,"1,150,000",8.9 LPA,Postman,MID-SIZE,"Pandas, Node.js, Sketch, Tableau, System Design, SQL, NumPy",Bellandur,Tier 3,2023,Hybrid (3 days)
BLR0883,DA,0,9.5 LPA,,Cognizant,MNC,"NumPy, Python, System Design, Microservices, Tableau, Kubernetes, JavaScript",MG Road,T3,2024,Hybrid (3 days)
BLR0251,UX Designer,2,"1,839,999",12.1,Microsoft India,MNC,"Pandas, Deep Learning, Java, Kubernetes",Bellandur,Tier-2,2024,WFH
BLR0970,SDE-Backend,5,20.6,14.7,EdMint,Early-stage,"JavaScript, Sketch, GCP",Outer Ring Road,Tier-2,2024,WFH
BLR0027,Data Scientist,4,26.1 LPA,18.9 LPA,Walmart Labs,MNC,"Redis, PowerBI, SQL",Marathahalli,2,2022,Hybrid (3 days)
BLR0862,SRE,4,25.5 LPA,19.7,Infosys,MNC,"GCP, PowerBI, TensorFlow, Excel, Node.js, PyTorch",Koramangala,1,2024,Remote
BLR0865,Designer,1,₹12.2 LPA,9.6 LPA,BYJU'S,Unicorn,"Excel, MongoDB, Pandas, JIRA",Outer Ring Road,2,2024,WFH
BLR0739,DA,2,16.9 LPA,10.5,Chargebee,Mid-size,"Tableau, System Design, Java, JIRA, Sketch, Docker, ML",HSR Layout,Tier-2,2024,WFH
BLR0324,Data Analyst,3,"1,300,000",10.4,EdMint,EARLY-STAGE,"TensorFlow, JavaScript, PyTorch, Microservices, MongoDB, PowerBI",Electronic City,Tier 2,2024,Onsite
BLR0494,Data Scientist,4,38.0 LPA,28.5 LPA,PhonePe,Unicorn,"Kubernetes, SQL, Tableau, Spring Boot, Azure, JIRA, Figma",Outer Ring Road,Tier 3,2024,Work from Office
